Id;Label;True Community;Detected Community;
190;CBZ9z:81;2;11721
191;B_GYX;null;0
188;DIXiQD;null;0
189;JZf1Zn;null;0
178;CBZ9z:76;1;11621
179;CAi7U;null;0
176;Cj4C_;null;0
177;CBZ9z:75;2;11721
182;CBZ9z:79;1;11621
183;CkBZq;null;0
180;CBZ9z:77;1;11621
181;CBZ9z:78;1;11621
205;CBZ9z:87;3;10771
204;J6iT7;null;0
207;CBZ9z:88;1;11621
206;FDF8F;null;0
201;CBZ9z:86;1;11621
200;B_F5D;null;0
203;GXa47;null;0
202;Hy7WL0;null;0
197;CBZ9z:85;1;11621
196;CBZ9z:84;1;11621
199;CCA_c;null;0
198;CE600;null;0
193;CiITe;null;0
192;CBZ9z:82;1;11621
195;JWV0iG;null;0
194;CBZ9z:83;3;10771
220;B_IxU;null;0
221;I2EqsX;null;0
222;B_HE4;null;0
223;JWEGm-;null;0
216;CBZ9z:95;1;11621
217;JCmnhv;null;0
218;B_Hgz;null;0
219;B_HCM;null;0
212;nPWf;null;0
213;CBZ9z:93;1;11751
214;CBZ9z:94;1;11621
215;CFJlN;null;0
208;CBZ9z:89;1;11621
209;CBZ9z:90;2;11721
210;CBZ9z:91;4;10571
211;CBZ9z:92;2;11721
239;CuvwX;null;0
238;Fh52_;null;0
237;CBZ9z:99;1;11621
236;CeEqV;null;0
235;Cbttq;null;0
234;J7ldi;null;0
233;JCv8Ex;null;0
232;B_HE8;null;0
231;B_uGV;null;0
230;CBZ9z:98;1;11621
229;I2EoaG;null;0
228;I2EnaM;null;0
227;CsuLvH;null;0
226;CBZ9z:97;3;11621
225;EKLqw;null;0
224;CBZ9z:96;1;11621
254;B_HGb;null;0
255;CBZ9z:104;1;11621
252;CBZ9z:103;1;11621
253;CG4Cr;null;0
250;CBZ9z:102;1;11621
251;B_JT_;null;0
248;CBZ9z:101;3;11621
249;GSEOU;null;0
246;CYmgy;null;0
247;8ApnL;null;0
244;CGT5A;null;0
245;CBZ9z:100;1;11621
242;B_OUR;null;0
243;CLjCj;null;0
240;CO5r3;null;0
241;CP2TN;null;0
275;B_qPT;null;0
274;JCpSPe;null;0
273;CBZ9z:112;5;11621
272;CBZ9z:111;1;11751
279;CBZ9z:114;2;11721
278;CBZ9z:113;1;11621
277;Fc0uR;null;0
276;DyrKy;null;0
283;CBZ9z:117;2;11721
282;CAcKI;null;0
281;CBZ9z:116;2;11721
280;CBZ9z:115;3;11621
287;I65cAc;null;0
286;CBZ9z:120;2;11721
285;CBZ9z:119;2;11721
284;CBZ9z:118;2;11721
258;I2EnjK;null;0
259;CBZ9z:105;1;11621
256;B_KuT;null;0
257;ElGDn;null;0
262;I2EnW9;null;0
263;KnIh;null;0
260;3cay8;null;0
261;B_UfZ;null;0
266;CBZ9z:107;1;11621
267;EP7Lq;null;0
264;I5SBxi;null;0
265;CBZ9z:106;3;11621
270;CBZ9z:109;3;11621
271;CBZ9z:110;3;11621
268;bilQA;null;0
269;CBZ9z:108;3;11621
305;CBZ9z:125;1;11751
304;I2PVVc;null;0
307;CBZ9z:127;1;11621
306;CBZ9z:126;1;11621
309;CBZ9z:128;1;11621
308;JUBMaD;null;0
311;E-62a;null;0
310;CBZ9z:129;1;11621
313;CBZ9z:131;3;11621
312;CBZ9z:130;3;11621
315;EW1uf;null;0
314;CBZ9z:132;3;11621
317;B_F5q;null;0
316;jpwIa;null;0
319;CBZ9z:133;2;11721
318;I2Engv;null;0
288;FcwYC;null;0
289;CBZ9z:121;4;10571
290;DoS_P;null;0
291;CBZ9z:122;3;10771
292;CBAR2;null;0
293;B_E-a;null;0
294;JYQCHB;null;0
295;I2En5H;null;0
296;B_oSC;null;0
297;I2EnXV;null;0
298;CBZ9z:123;1;11621
299;sCFwH;null;0
300;DDQQhs;null;0
301;JA_QXh;null;0
302;CBZ9z:124;2;11721
303;JBiWqn;null;0
343;COM5q;null;0
342;JKB7Nt;null;0
341;CBZ9z:147;1;11621
340;CBZ9z:146;1;11621
339;CBZ9z:145;1;11621
338;CBZ9z:144;1;11621
337;CIDRS;null;0
336;CDac6;null;0
351;DEy1E;null;0
350;CB4Nd;null;0
349;BFStxY;null;0
348;B_sDd;null;0
347;CBZ9z:149;2;11721
346;Gajy8;null;0
345;JEpb0g;null;0
344;CBZ9z:148;1;10711
326;E-tX6;null;0
327;CBZ9z:138;1;11621
324;CBZ9z:136;1;11621
325;CBZ9z:137;1;11621
322;CBZ9z:135;1;11621
323;JYLCJE;null;0
320;CZeLC;null;0
321;CBZ9z:134;1;11621
334;CBZ9z:142;1;11621
335;CBZ9z:143;1;11621
332;CGz6M;null;0
333;CBZ9z:141;1;11621
330;bfDQW;null;0
331;CBZ9z:140;1;11621
328;CBZ9z:139;1;10661
329;B_GAv;null;0
373;JQ16-d;null;0
372;CBZ9z:163;1;11621
375;CBZ9z:164;1;11621
374;EPdUu;null;0
369;CBZ9z:161;1;11621
368;CBZ9z:160;1;11621
371;CBZ9z:162;6;5831
370;B_FtY;null;0
381;CCyG-;null;0
380;CBZ9z:166;2;11721
383;CBZ9z:168;2;11721
382;CBZ9z:167;2;11721
377;CCXqx;null;0
376;B_hHu;null;0
379;lcBK8;null;0
378;CBZ9z:165;1;11621
356;CXTj_;null;0
357;CBZ9z:152;2;11721
358;C2GEq;null;0
359;B_JUb;null;0
352;CBZ9z:150;1;11621
353;JNJG76;null;0
354;CBZ9z:151;2;11721
355;CAaO8;null;0
364;CBZ9z:157;2;11721
365;CBZ9z:158;1;11621
366;B3VrOO;null;0
367;CBZ9z:159;1;11621
360;CBZ9z:153;2;11621
361;CBZ9z:154;1;11751
362;CBZ9z:155;1;11621
363;CBZ9z:156;1;11621
410;I2EorJ;null;0
411;I2EnXU;null;0
408;DB3ib;null;0
409;CBZ9z:176;4;1761
414;I2M5lU;null;0
415;CBZ9z:177;2;11721
412;bfEBz;null;0
413;I2EnaG;null;0
402;cxHlC;null;0
403;bj1Xv;null;0
400;DzM-gz;null;0
401;CBZ9z:175;2;11721
406;B_NoN;null;0
407;Hxq5j;null;0
404;eVoLj;null;0
405;MQRZy;null;0
395;iS86b;null;0
394;B_FBx;null;0
393;CBZ9z:173;6;5831
392;I2eWhh;null;0
399;CBZ9z:174;2;11721
398;CBKN3;null;0
397;GLNI-;null;0
396;DkYjp;null;0
387;CBZ9z:171;2;11721
386;CcQ9I;null;0
385;CBZ9z:170;1;11621
384;CBZ9z:169;2;11721
391;CDCNB;null;0
390;DtSuL;null;0
389;CBZ9z:172;2;11721
388;CGhRC;null;0
440;CCRvIw;null;0
441;bfC4H;null;0
442;JA8_z9;null;0
443;Dx5m6P;null;0
444;Cd1wq;null;0
445;B_oF2;null;0
446;DkkwE;null;0
447;JA8_z8;null;0
432;CIlXx;null;0
433;CBZ9z:186;2;11721
434;CBZ9z:187;1;11621
435;CBZ9z:188;1;11621
436;DHxV1;null;0
437;CBZ9z:189;1;11621
438;CCBN3;null;0
439;GZPCr;null;0
425;CBZ9z:182;1;11621
424;B_Fgr;null;0
427;CBZ9z:184;1;11621
426;CBZ9z:183;2;11721
429;MPaAC;null;0
428;qzNv4;null;0
431;CBZ9z:185;1;11621
430;bKZU7;null;0
417;CBZ9z:178;1;11621
416;CQO5g;null;0
419;CBZ9z:180;1;11621
418;CBZ9z:179;1;11621
421;CBZ9z:181;1;11621
420;CCE3z;null;0
423;B_FTm;null;0
422;JDtCup;null;0
478;HxLRr;null;0
479;CBZ9z:194;1;11621
476;I2Eq79;null;0
477;CBZ9z:193;3;11621
474;B_hJ9;null;0
475;CBZ9z:192;1;11751
472;GTvyW;null;0
473;CBZ9z:191;2;11721
470;DLN3u;null;0
471;JA8_z7;null;0
468;C-UTo;null;0
469;ITM9z4;null;0
466;DztHq;null;0
467;JA8_z_;null;0
464;CAqBi;null;0
465;egEst;null;0
463;FmehE;null;0
462;CAfxxF;null;0
461;hMNKx;null;0
460;B4E6eI;null;0
459;GL_AX;null;0
458;CZksF;null;0
457;BNnm1;null;0
456;B_E7x;null;0
455;JA8_0B;null;0
454;CBZ9z:190;2;11721
453;GFT1Vs;null;0
452;Bx_pM;null;0
451;JA8_z4;null;0
450;JA8_0A;null;0
449;DrZor;null;0
448;JA8_z-;null;0
508;CUF1U;null;0
509;B_qS0;null;0
510;CBZ9z:208;1;11621
511;Cr38F;null;0
504;CBZ9z:205;1;11621
505;CBZ9z:206;1;11621
506;CBZ9z:207;1;11621
507;CEsQh;null;0
500;CBZ9z:202;1;11751
501;CBZ9z:203;1;11621
502;CBZ9z:204;1;11621
503;C3mKk;null;0
496;I6JGlZ;null;0
497;CYh4F;null;0
498;Chp6K;null;0
499;CBZ9z:201;1;11621
493;MOuAm;null;0
492;b1rcg;null;0
495;bmSfo;null;0
494;blfA-;null;0
489;I2GKWc;null;0
488;I2w7dW;null;0
491;CBZ9z:200;1;11621
490;Ccash;null;0
485;CBZ9z:199;1;11621
484;CBZ9z:198;1;11621
487;JV-3Ua;null;0
486;DDO7L;null;0
481;CBZ9z:195;3;10771
480;EfTGB;null;0
483;CBZ9z:197;2;11721
482;CBZ9z:196;2;11721
550;CBZ9z:231;1;11621
551;CBZ9z:232;2;11721
548;B_U4_;null;0
549;CBZ9z:230;1;11621
546;Ca-A1;null;0
547;CBZ9z:229;5;11621
544;CBZ9z:227;1;11621
545;CBZ9z:228;1;11621
558;CBZ9z:235;2;11721
559;cBYpw;null;0
556;CH5Zx_;null;0
557;CBZ9z:234;1;8861
554;JWDRc8;null;0
555;DQNS8;null;0
552;JA8_z6;null;0
553;CBZ9z:233;2;11721
567;JVW1XV;null;0
566;CBZ9z:239;2;11721
565;CdxKo;null;0
564;CBZ9z:238;1;11621
563;Cdzh3;null;0
562;CBZ9z:237;2;11721
561;CBZ9z:236;2;11721
560;CBwgX;null;0
575;CBZ9z:244;2;11721
574;CBZ9z:243;2;11721
573;B_ILs;null;0
572;JL40Jn;null;0
571;cDiVY;null;0
570;CBZ9z:242;1;11621
569;CBZ9z:241;1;11621
568;CBZ9z:240;4;2401
516;JQGCGr;null;0
517;JQGCGt;null;0
518;CBZ9z:211;1;11621
519;JQGCGN;null;0
512;CBZ9z:209;5;10801
513;CBZ9z:210;6;6031
514;JQGCGq;null;0
515;B_-XX;null;0
524;CHBAW;null;0
525;JQGCGM;null;0
526;B_Q04;null;0
527;CBZ9z:212;6;6031
520;JQGCGO;null;0
521;ZvS2s;null;0
522;Bb1o0-;null;0
523;qDqrb;null;0
533;CBZ9z:218;6;5831
532;CBZ9z:217;6;5831
535;CBZ9z:219;1;11621
534;bhF1j;null;0
529;CBZ9z:214;1;11621
528;CBZ9z:213;1;11621
531;CBZ9z:216;2;11721
530;CBZ9z:215;1;11621
541;CBZ9z:225;2;11721
540;CBZ9z:224;2;11721
543;CBZ9z:226;1;11621
542;JEpZ16;null;0
537;CBZ9z:221;1;11621
536;CBZ9z:220;4;10571
539;CBZ9z:223;2;11721
538;CBZ9z:222;4;10571
610;CBZ9z:261;2;11721
611;CBZ9z:262;2;11721
608;CBZ9z:259;6;5831
609;CBZ9z:260;6;5831
614;CBZ9z:263;2;11721
615;JZ1O-1;null;0
612;JExfnM;null;0
613;JExfmj;null;0
618;CNilT;null;0
619;CBZ9z:266;4;10571
616;CBZ9z:264;4;10571
617;CBZ9z:265;1;11621
622;CBZ9z:269;2;11721
623;CBZ9z:270;2;11721
620;CBZ9z:267;2;11721
621;CBZ9z:268;2;11721
627;CBZ9z:273;3;7751
626;LMgU;null;0
625;CBZ9z:272;2;11721
624;CBZ9z:271;2;11721
631;B_I3X;null;0
630;bgA45;null;0
629;CBZ9z:274;1;11621
628;EKYQ8;null;0
635;B_FBt;null;0
634;CBZ9z:275;6;5831
633;Bd8zZb;null;0
632;CXPgv;null;0
639;CBZ9z:279;1;11621
638;CBZ9z:278;1;11621
637;CBZ9z:277;1;11621
636;CBZ9z:276;1;11621
576;CBZ9z:245;3;11621
577;BGM88e;null;0
578;D06xk;null;0
579;GojQ9S;null;0
580;E_u3w;null;0
581;GREQ5;null;0
582;G17g4u;null;0
583;CHOcj;null;0
584;B_RYB;null;0
585;CBZ9z:246;1;11621
586;BB4Rkn;null;0
587;CBZ9z:247;1;11621
588;CBZ9z:248;2;11721
589;CBZ9z:249;2;11721
590;JYKpiH;null;0
591;CBZ9z:250;1;11621
593;CBZ9z:252;1;11621
592;CBZ9z:251;1;11621
595;szpr8;null;0
594;FyFzq;null;0
597;CBZ9z:253;1;11621
596;B_GbF;null;0
599;B_HCq;null;0
598;JBPMFt;null;0
601;B_PiL;null;0
600;CBZ9z:254;2;11721
603;CBZ9z:255;2;11721
602;CYEui;null;0
605;CBZ9z:256;2;11721
604;dQY_-;null;0
607;CBZ9z:258;4;10571
606;CBZ9z:257;4;10571
687;CBZ9z:313;2;11721
686;CBZ9z:312;2;11721
685;CaEUt;null;0
684;JYL27S;null;0
683;CBZ9z:311;1;11621
682;CBZ9z:310;1;11621
681;B_7Jo;null;0
680;CBZ9z:309;1;11621
679;CBZ9z:308;6;5831
678;I2EnZi;null;0
677;CBZ9z:307;6;5831
676;C4rpVj;null;0
675;B_pRD;null;0
674;B_FDL;null;0
673;B_xyS;null;0
672;CBZ9z:306;6;5831
702;CBZ9z:325;1;11621
703;CBZ9z:326;1;11621
700;CBZ9z:323;1;3231
701;CBZ9z:324;3;11621
698;CBZ9z:321;3;11621
699;CBZ9z:322;1;11621
696;CBZ9z:320;1;3231
697;FySxK;null;0
694;CBZ9z:319;1;11621
695;CATu6;null;0
692;CBZ9z:317;1;11621
693;CBZ9z:318;1;11621
690;CBZ9z:315;1;3151
691;CBZ9z:316;1;11621
688;isVyf;null;0
689;CBZ9z:314;1;3151
653;CBZ9z:293;1;11621
652;CBZ9z:292;1;11621
655;CBZ9z:295;1;11621
654;CBZ9z:294;1;11621
649;CBZ9z:289;1;11621
648;CBZ9z:288;4;10571
651;CBZ9z:291;1;11621
650;CBZ9z:290;1;11621
645;CBZ9z:285;6;5831
644;CBZ9z:284;1;11621
647;CBZ9z:287;1;11621
646;CBZ9z:286;1;11621
641;CBZ9z:281;1;11621
640;CBZ9z:280;1;11621
643;CBZ9z:283;1;11621
642;CBZ9z:282;1;11621
668;JPOoES;null;0
669;beRPu;null;0
670;CBZ9z:305;3;11621
671;CB3q0;null;0
664;I2HLMr;null;0
665;B_FiW;null;0
666;CBZ9z:304;1;11621
667;ezwCP;null;0
660;CBZ9z:300;1;11621
661;CBZ9z:301;2;11721
662;CBZ9z:302;2;11721
663;CBZ9z:303;2;11721
656;CBZ9z:296;1;11621
657;CBZ9z:297;1;11621
658;CBZ9z:298;1;11621
659;CBZ9z:299;1;11621
747;JYLIW8;null;0
746;CBZ9z:360;1;11621
745;CBZ9z:359;8;11121
744;CBZ9z:358;2;11721
751;CBZ9z:363;1;11621
750;JH1HUv;null;0
749;CBZ9z:362;2;11721
748;CBZ9z:361;1;11621
739;CBZ9z:354;2;11721
738;CBZ9z:353;1;11621
737;CBZ9z:352;1;11621
736;CBZ9z:351;4;10571
743;CBZ9z:357;1;11621
742;CBZ9z:356;1;11621
741;CBZ9z:355;1;11751
740;CEuuAQ;null;0
762;CBZ9z:367;1;11621
763;CBZ9z:368;1;11621
760;DlN8b;null;0
761;B_H5j;null;0
766;B_FjR;null;0
767;CBZ9z:370;2;11721
764;B8G1Mm;null;0
765;CBZ9z:369;1;11621
754;CBZ9z:364;2;11721
755;B_suO;null;0
752;CCqJ2;null;0
753;Jrh8S;null;0
758;FsxBv;null;0
759;CBZ9z:366;2;11721
756;CBZ9z:365;1;11461
757;B_bYP;null;0
713;CBZ9z:334;1;11621
712;CBZ9z:333;2;11721
715;CBZ9z:336;1;11751
714;CBZ9z:335;4;10571
717;Cp6kG;null;0
716;CBZ9z:337;2;11721
719;CBZ9z:338;1;11621
718;JYve8u;null;0
705;CBZ9z:328;1;11621
704;CBZ9z:327;1;11621
707;JA8_z3;null;0
706;CBZ9z:329;2;11721
709;c2TtY;null;0
708;CBZ9z:330;2;11721
711;CBZ9z:332;1;11621
710;CBZ9z:331;2;11721
728;CBZ9z:343;1;11621
729;CBZ9z:344;3;11621
730;CBZ9z:345;1;11621
731;CBZ9z:346;1;11621
732;CBZ9z:347;1;11621
733;CBZ9z:348;1;11621
734;CBZ9z:349;1;11621
735;CBZ9z:350;1;11751
720;Cd7WY;null;0
721;DcLNW;null;0
722;CBZ9z:339;2;11721
723;CVJXNN;null;0
724;CBZ9z:340;2;11721
725;CBZ9z:341;1;11751
726;CBZ9z:342;3;11621
727;FBVL6;null;0
821;B_FLF;null;0
820;JA-cXK;null;0
823;ChFyC;null;0
822;CBZ9z:398;1;11621
817;sMeuU;null;0
816;CBZ9z:395;1;11621
819;CBZ9z:397;2;11721
818;CBZ9z:396;2;11721
829;CGRlSt;null;0
828;CBZ9z:400;2;11721
831;CBZ9z:402;1;11621
830;CBZ9z:401;1;11621
825;JTCisu;null;0
824;IUQJFJ;null;0
827;dOWlR;null;0
826;CBZ9z:399;1;11621
804;CBZ9z:388;2;11721
805;CBZ9z:389;1;3891
806;JONGyB;null;0
807;B_Ztq;null;0
800;DIqWv;null;0
801;CACAk;null;0
802;CBZ9z:386;1;11621
803;CBZ9z:387;1;11621
812;CBZ9z:392;2;11721
813;CBZ9z:393;1;11621
814;epZTh;null;0
815;CBZ9z:394;1;11621
808;CBZ9z:390;1;3901
809;Rh1F;null;0
810;I50Cdo;null;0
811;CBZ9z:391;1;11621
791;I9ZONw;null;0
790;B_FDj;null;0
789;B_INc;null;0
788;CBZ9z:378;1;11621
787;B_KmR;null;0
786;B_J2k;null;0
785;bm_Aj;null;0
784;CBZ9z:377;5;11511
799;CBZ9z:385;2;11721
798;CBZ9z:384;4;10571
797;CBZ9z:383;1;11621
796;CBZ9z:382;1;11621
795;JYQpt0;null;0
794;CBZ9z:381;1;11621
793;CBZ9z:380;1;11621
792;CBZ9z:379;1;11621
774;DsjKE;null;0
775;CBZ9z:373;1;11621
772;CO-pOF;null;0
773;5nzVm;null;0
770;CBZ9z:372;1;11621
771;BGJc_8;null;0
768;CBZ9z:371;5;11721
769;B_n3w;null;0
782;dVljU;null;0
783;8wvuQ;null;0
780;Stsj8;null;0
781;GPkU2;null;0
778;CBZ9z:376;1;11621
779;JZkAIM;null;0
776;CBZ9z:374;2;11721
777;CBZ9z:375;1;11621
881;CBZ9z:423;2;11721
880;CBZ9z:422;2;11721
883;CBZ9z:425;2;11721
882;CBZ9z:424;2;11721
885;CBZ9z:427;1;11621
884;CBZ9z:426;1;11721
887;JMdfre;null;0
886;tpUHs;null;0
889;CBZ9z:429;1;11621
888;CBZ9z:428;2;11721
891;CBZ9z:431;5;10801
890;CBZ9z:430;1;11621
893;CBZ9z:432;5;10801
892;JW7EOU;null;0
895;CBZ9z:433;8;4521
894;B_uwU;null;0
864;UCFmN;null;0
865;CQFgN;null;0
866;CBZ9z:416;1;11621
867;JGKEiq;null;0
868;CBZ9z:417;1;5831
869;CBZ9z:418;2;11721
870;I2EnW4;null;0
871;B_Gra;null;0
872;CBZ9z:419;2;11721
873;DmCRk;null;0
874;JC5L7D;null;0
875;IQRKF8;null;0
876;CBYT3;null;0
877;DXhRWa;null;0
878;CBZ9z:420;2;11721
879;CBZ9z:421;2;11721
851;D1zr7h;null;0
850;CBZ9z:412;1;11621
849;J6id_;null;0
848;CBZ9z:411;1;11621
855;JOCNRT;null;0
854;DyrJZ;null;0
853;VcxoD;null;0
852;CBZ9z:413;5;10801
859;B_HKC;null;0
858;CBZ9z:414;1;11621
857;EJNtcC;null;0
856;CAJkF;null;0
863;6lvZ;null;0
862;CBZ9z:415;1;11621
861;BOAHC7;null;0
860;B_HKP;null;0
834;CBZ9z:403;2;11721
835;DDOav;null;0
832;CPWXTh;null;0
833;J7HyN;null;0
838;CB9ep;null;0
839;JVUkt-;null;0
836;CBZ9z:404;1;11621
837;CC2t8y;null;0
842;SkkON;null;0
843;CBZ9z:406;1;11621
840;CBZ9z:405;1;11621
841;c4KKS;null;0
846;CBZ9z:409;4;10571
847;CBZ9z:410;1;11621
844;CBZ9z:407;1;11621
845;CBZ9z:408;1;11621
956;CBZ9z:471;1;11621
957;B_Js-;null;0
958;CBZ9z:472;1;11621
959;CBZ9z:473;1;11621
952;I2PH-0;null;0
953;FG8Ep;null;0
954;CBZ9z:470;1;11621
955;B_E-R;null;0
948;CBZ9z:469;1;11621
949;I2En9G;null;0
950;CBWeX;null;0
951;Ezj01;null;0
944;CBZ9z:466;1;11621
945;B_IRF;null;0
946;CBZ9z:467;1;11621
947;CBZ9z:468;1;11621
941;CBZ9z:463;1;11621
940;CBZ9z:462;3;11621
943;CBZ9z:465;1;11621
942;CBZ9z:464;1;11621
937;CBZ9z:460;1;11621
936;CBZ9z:459;1;11621
939;Lx0TE;null;0
938;CBZ9z:461;2;11721
933;Cj5gs;null;0
932;Ey7fS;null;0
935;CBZ9z:458;1;11621
934;I6qDCO;null;0
929;CBZ9z:455;2;11721
928;CBZ9z:454;1;11621
931;CBZ9z:457;1;11621
930;CBZ9z:456;5;11721
926;CBZ9z:452;8;4521
927;CBZ9z:453;1;11621
924;CBZ9z:450;2;11721
925;CBZ9z:451;8;4521
922;CBZ9z:448;8;4521
923;CBZ9z:449;8;11121
920;CBZ9z:446;8;11121
921;CBZ9z:447;8;11121
918;CBZ9z:444;1;11621
919;CBZ9z:445;1;11621
916;DZsxw;null;0
917;CBZ9z:443;1;11621
914;CBLEd;null;0
915;CBZ9z:442;1;11621
912;MEZqF;null;0
913;CBZ9z:441;1;11621
911;CBZ9z:440;8;11121
910;Cln9T;null;0
909;G_814j;null;0
908;CBZ9z:439;3;4391
907;L0Qhd;null;0
906;CBZ9z:438;8;11121
905;B_M1A;null;0
904;CBZ9z:437;8;11121
903;CBZ9z:436;1;11621
902;CBZ9z:435;8;4521
901;I2EnWr;null;0
900;CBZ9z:434;8;4521
899;xG_1g;null;0
898;JQRnK2;null;0
897;Daaln;null;0
896;JJM1_k;null;0
1016;CBZ9z:507;2;11721
1017;CBZ9z:508;1;11621
1018;CBZ9z:509;1;5091
1019;JFCP76;null;0
1020;B_E4z;null;0
1021;CBZ9z:510;1;11621
1022;B_Jjt;null;0
1023;CBZ9z:511;3;11621
1008;CBZ9z:501;2;11721
1009;CBZ9z:502;6;5831
1010;qQDz8;null;0
1011;X7t35;null;0
1012;CBZ9z:503;1;11621
1013;CBZ9z:504;1;11621
1014;CBZ9z:505;1;11621
1015;CBZ9z:506;2;11721
1001;CBZ9z:499;1;11621
1000;D1M58;null;0
1003;CYfPC;null;0
1002;CI_VV;null;0
1005;CfbCr;null;0
1004;CBZ9z:500;1;11621
1007;DZVF8;null;0
1006;Jayfh3;null;0
993;CBZ9z:494;1;11621
