Id;Color 1;
0;109
1;83
2;110
3;151
4;152
5;201
6;492
7;154
8;175
9;175
10;492
11;17
12;1
13;83
14;60
15;25
17;268
16;245
19;245
18;245
21;576
20;576
23;574
22;576
25;816
24;816
27;822
26;817
29;820
28;820
31;820
30;820
34;827
35;827
32;820
33;827
38;93
39;93
36;828
37;93
42;492
43;174
40;457
41;431
46;825
47;821
44;201
45;824
51;821
50;821
49;821
48;821
55;861
54;25
53;821
52;821
59;493
58;457
57;860
56;860
63;895
62;895
61;895
60;493
68;897
69;896
70;711
71;711
64;493
65;896
66;896
67;896
76;457
77;457
78;25
79;715
72;711
73;152
74;908
75;152
85;25
84;341
87;95
86;95
81;93
80;575
83;459
82;25
93;930
92;488
95;943
94;930
89;95
88;95
91;95
90;95
102;954
103;970
100;954
101;954
98;954
99;954
96;930
97;431
110;988
111;988
108;987
109;987
106;493
107;70
104;268
105;954
119;862
118;861
117;861
116;743
115;745
114;989
113;988
112;988
127;25
126;576
125;576
124;493
123;861
122;457
121;861
120;60
137;431
136;169
139;998
138;431
141;999
140;998
143;713
142;999
129;270
128;269
131;170
130;169
133;169
132;169
135;431
134;169
152;1002
153;238
154;238
155;238
156;96
157;1004
158;96
159;492
144;719
145;1001
146;1002
147;1001
148;863
149;863
150;1002
151;1002
171;635
170;729
169;865
168;865
175;341
174;341
173;493
172;109
163;1013
162;1013
161;431
160;719
167;865
166;1013
165;1013
164;1013
186;960
187;960
184;960
185;970
190;713
191;713
188;713
189;713
178;201
179;25
176;712
177;712
182;25
183;960
180;25
181;109
205;1020
204;1019
207;431
206;1019
201;872
200;872
203;1019
202;1019
197;4
196;457
199;874
198;72
193;1019
192;865
195;1018
194;1018
220;1023
221;109
222;99
223;100
216;99
217;99
218;99
219;99
212;715
213;828
214;431
215;99
208;872
209;719
210;970
211;715
239;177
238;177
237;201
236;177
235;177
234;1048
233;243
232;270
231;243
230;243
229;1032
228;1031
227;1030
226;1030
225;270
224;100
254;244
255;277
252;1048
253;244
250;1048
251;1049
248;1040
249;1040
246;1040
247;1040
244;71
245;39
242;177
243;177
240;177
241;177
275;933
274;1058
273;1059
272;829
279;719
278;83
277;933
276;1058
283;717
282;717
281;576
280;1032
287;956
286;713
285;576
284;575
258;176
259;176
256;244
257;244
262;492
263;1056
260;176
261;176
266;176
267;1031
264;1056
265;1056
270;1031
271;1031
268;1031
269;1031
305;830
304;722
307;918
306;268
309;493
308;927
311;101
310;101
313;930
312;930
315;942
314;942
317;1066
316;942
319;666
318;669
288;956
289;956
290;1063
291;1063
292;1063
293;264
294;989
295;989
296;989
297;989
298;990
299;989
300;720
301;720
302;720
303;720
343;1075
342;1075
341;25
340;311
339;251
338;311
337;1069
336;1070
351;500
350;500
349;500
348;500
347;553
346;581
345;630
344;1076
326;252
327;25
324;252
325;251
322;252
323;251
320;247
321;247
334;25
335;1069
332;203
333;431
330;1067
331;251
328;1068
329;1067
373;6
372;5
375;5
374;28
369;252
368;252
371;1081
370;1080
381;554
380;582
383;743
382;554
377;856
376;1023
379;856
378;856
356;722
357;722
358;254
359;254
352;500
353;500
354;254
355;254
364;254
365;252
366;180
367;330
360;254
361;831
362;252
363;252
410;1090
411;1090
408;1090
409;1090
414;724
415;724
412;1090
413;793
402;556
403;556
400;673
401;556
406;1090
407;1090
404;1090
405;1090
395;1080
394;1080
393;826
392;826
399;671
398;671
397;673
396;671
387;666
386;1029
385;1027
384;559
391;826
390;826
389;670
388;670
440;559
441;559
442;559
443;559
444;559
445;559
446;559
447;559
432;994
433;743
434;20
435;25
436;91
437;91
438;91
439;91
425;7
424;7
427;201
426;576
429;994
428;177
431;995
430;994
417;103
416;104
419;864
418;103
421;261
420;864
423;7
422;261
478;943
479;70
476;1094
477;943
474;672
475;832
472;559
473;672
470;559
471;559
468;559
469;559
466;559
467;559
464;559
465;559
463;559
462;559
461;559
460;559
459;559
458;559
457;559
456;559
455;559
454;576
453;559
452;559
451;559
450;559
449;559
448;559
508;267
509;431
510;268
511;1058
504;25
505;431
506;267
507;267
500;833
501;263
502;25
503;25
496;264
497;264
498;264
499;263
493;264
492;263
495;263
494;264
489;264
488;264
491;263
490;264
485;262
484;175
487;264
486;319
481;1020
480;11
483;576
482;671
550;201
551;726
548;1012
549;277
546;1012
547;1008
544;493
545;493
558;674
559;674
556;1100
557;1100
554;1100
555;1100
552;754
553;576
567;1101
566;727
565;731
564;497
563;191
562;576
561;576
560;760
575;576
574;14
573;15
572;180
571;180
570;180
569;1004
568;1101
516;269
517;269
518;270
519;269
512;1059
513;824
514;269
515;269
524;269
525;269
526;269
527;822
520;269
521;269
522;269
523;269
533;1081
532;826
535;493
534;1080
529;271
528;270
531;576
530;431
541;578
540;582
543;493
542;609
537;493
536;954
539;576
538;954
610;575
611;570
608;1081
609;1081
614;575
615;967
612;570
613;570
618;531
619;966
616;966
617;283
622;14
623;674
620;727
621;674
627;1104
626;1105
625;674
624;674
631;1080
630;1080
629;25
628;1104
635;1080
634;1081
633;1080
632;1080
639;25
638;287
637;25
636;283
576;858
577;857
578;857
579;857
580;181
581;181
582;181
583;181
584;181
585;181
586;181
587;493
588;744
589;729
590;729
591;176
593;281
592;493
595;281
594;281
597;181
596;281
599;768
598;753
601;568
600;730
603;568
602;568
605;674
604;568
607;954
606;954
687;815
686;815
685;815
684;301
683;301
682;300
681;304
680;431
679;1081
678;1083
677;1083
676;1083
675;1083
674;1082
673;1082
672;1082
702;99
703;300
700;1110
701;944
698;944
699;70
696;1110
697;945
694;109
695;1111
692;457
693;109
690;1108
691;25
688;1109
689;1108
653;109
652;83
655;103
654;493
649;252
648;970
651;25
650;251
645;1081
644;25
647;251
646;252
641;288
640;431
643;252
642;457
668;299
669;299
670;939
671;1082
664;299
665;299
666;299
667;299
660;175
661;575
662;575
663;575
656;1
657;25
658;151
659;493
747;471
